"id_pessoa";"idade_pessoa";"salario_ano_pessoa";"propriedade_pessoa";"anos_trabalhados_pessoa";"id_emprestimo";"motivo_emprestimo";"pontuacao_emprestimo";"valor_emprestimo";"taxa_juros_emprestimo";"status_inadimplencia";"percentual_emprestimo_salario";"id_historico";"verifica_inadimplencia";"tempo_primeira_solicitacao"
"R91ZAF7A-EBhp";24;150000;"Aluguel";8.0;"PrBh5yFP-oKXy";"Pessoal";"B";5000;0.0;0;0.03;"reyEOP23-eU6T";"N";2
"j1ecfDyB-hulY";29;117000;"Aluguel";6.0;"HZHqLtPp-4Xe4";"Educativo";"B";21000;10.65;0;0.18;"zoyBXcme-88wq";"N";5
"7iotn8ac-kG3D";21;82100;"Aluguel";3.0;"HcyZSnXz-QLA2";"Pessoal";"A";12200;6.03;0;0.15;"Q3ltwJJI-tDkL";"N";2
"9qfqC5TL-2dgc";21;25000;"Propria";0.0;"FDX1UxDA-nUTO";"Educativo";"B";8800;9.33;0;0.35;"gQYYJUHv-0HJO";"N";3
"Uh6nMvwJ-vg38";31;77000;"Hipoteca";4.0;"Hmc0spxU-wDI9";"Melhora_do_lar";"C";10000;14.65;0;0.13;"CsAAQl7I-GFJq";"N";6
"64K7fO0y-3aSE";24;42000;"Hipoteca";8.0;"4HlhRYFp-zYM2";"Pessoal";"B";12000;10.38;0;0.29;"ozjcmQM0-Ok0c";"N";4
"z2PcJKob-oQdI";28;73000;"Hipoteca";6.0;"nJ0doHkR-S0xd";"Empreendimento";"B";15000;11.83;0;0.21;"anCpY4qA-retN";"N";9
"tS7xldk7-bL1O";26;35000;"Propria";1.0;"w6Y9D04y-HAJS";"Empreendimento";"B";5600;11.11;0;0.16;"x8tApqpi-pm6k";"N";4
"Rxph5uSA-ITHt";23;74250;"Aluguel";3.0;"UWUgLdbU-Zoqi";"Pagamento_debitos";"B";3000;11.99;0;0.04;"PUW1UifZ-ur5i";"N";4
"osg8K6gr-bGse";24;71000;"Hipoteca";6.0;"ALouUmI3-H24Q";"Educativo";"B";5000;10.39;1;0.07;"SGXbm3rh-sHCE";"N";2
"YWiAZ1tq-8pdH";21;78000;"Aluguel";4.0;"DPy84NjI-JP4r";"Empreendimento";"A";10000;5.99;0;0.13;"zRLKltB6-wKtm";"N";2
"U0Bbc4IS-49qW";32;70197;"Hipoteca";9.0;"bzb1oiwd-5BH7";"Pagamento_debitos";"A";4100;7.51;0;0.06;"5PIzp11R-1UHS";"N";6
"izwkL5SF-95xB";24;24468;"Propria";0.0;"nts5la2A-ZZuH";"Melhora_do_lar";"B";5000;10.75;0;0.2;"09ZllzTr-p08K";"N";3
"iyDXNEQm-9M9B";32;52000;"Hipoteca";5.0;"w88f2Pt3-Cwil";"Melhora_do_lar";"C";20000;0.0;0;0.38;"EaeBNE66-vXDR";"N";9
"xwSLtmcT-NUqh";36;120000;"Propria";21.0;"6iw1sIcY-b9m6";"Pessoal";"D";10000;13.3;0;0.08;"ClTOrYf7-yaDX";"Y";13
"geDJh2mc-idIj";31;95000;"Hipoteca";1.0;"793yRspf-Myvo";"Melhora_do_lar";"C";13200;12.99;0;0.14;"3HEw5L4U-aNnd";"Y";8
"SZOnkAPa-kiJk";27;70000;"Hipoteca";3.0;"RlGgdF9e-bmrB";"Melhora_do_lar";"A";5200;7.51;0;0.07;"xaFdoJzR-Ib6P";"N";10
"lSogGgLY-g02D";22;110000;"Hipoteca";6.0;"BdgwXiz4-PbJQ";"Empreendimento";"B";6000;9.99;0;0.05;"M0qR4g7x-DAHd";"N";3
"p7tjwIBF-zHQI";27;13500;"Aluguel";2.0;"HBiq2y3I-Z6hF";"Medico";"B";8000;12.18;1;0.59;"ct8dM7aU-fzjB";"N";5
"S7mfWJkn-Mq2r";32;89000;"Aluguel";0.0;"8Y0fIQLb-WrPK";"Medico";"A";12000;8.94;0;0.13;"BiChTKjX-pnaR";"N";6
"YvdnFew2-CSg1";22;23000;"Hipoteca";1.0;"tqZen07x-uq7c";"Educativo";"A";2400;9.63;0;0.1;"jMNXCg9D-gm4b";"N";4
"a0zY7uz8-z6Mp";23;50508;"Propria";8.0;"4TGSCb2T-cFCB";"Pessoal";"B";7500;10.83;0;0.15;"2MEMS4NA-u1Ly";"N";4
"u9idgem7-jBsj";22;50000;"Aluguel";6.0;"WFOEzntX-r0Os";"Educativo";"B";10000;10.99;0;0.2;"vbiQkU1D-6hk6";"N";2
"rJkBzlv8-512z";37;35000;"Aluguel";0.0;"dTq8foon-sDOw";"Pagamento_debitos";"D";8000;5.42;0;0.36;"PKHw3ekm-1vl5";"N";4
"XdOQz2kh-UKyn";42;58752;"Aluguel";8.0;"3RniMaMs-Ybgs";"Medico";"B";25000;18.67;0;0.11;"sP4dN79r-qkjI";"";2
"b7qJoXaW-bqRS";27;25000;"Aluguel";0.0;"vk39ghsP-Aa2D";"Melhora_do_lar";"D";3000;15.62;1;0.12;"GBGjxK8F-gQn3";"N";5
"UfxxEUFv-sPTw";40;40008;"Propria";20.0;"CaJ5g4np-mzw8";"Pessoal";"B";12000;11.71;0;0.3;"z2IfUkrT-YHzQ";"N";15
"7YUdN6p9-xkxt";21;14400;"Aluguel";3.0;"MFe72Ffx-IyOP";"Empreendimento";"C";5000;13.72;1;0.35;"TE3xwOWi-e75K";"N";4
"yGzq9X91-sHOz";48;32500;"Aluguel";0.0;"QgWRuGvI-DKPr";"Empreendimento";"D";2000;17.27;1;0.06;"pnRSGTfC-1r8Y";"N";16
"USDyNjB3-aMvo";22;70000;"Aluguel";4.0;"pUNbq7Pa-7SEh";"Educativo";"A";7550;7.51;0;0.11;"wh05OiFL-3he6";"N";3
"qpBF42xv-aNRw";32;235000;"Aluguel";1.0;"A5TXjSKp-EJHI";"Pessoal";"C";25000;12.53;0;0.11;"kMzDQHiQ-LAWK";"Y";7
"UhXGdmJs-Cl1P";25;50000;"Hipoteca";6.0;"uxxZNWCN-XgHr";"Pessoal";"A";12800;7.49;1;0.26;"bjFAbeQC-oLnM";"N";4
"ADYgurQQ-a4N4";25;60000;"Aluguel";7.0;"jXu2dZH8-eeAo";"Pagamento_debitos";"B";15000;0.0;0;0.25;"lPDPynuo-JW50";"N";3
"SeFAimX0-uzHH";22;52000;"Aluguel";1.0;"E5QWeZ5M-zbIJ";"Melhora_do_lar";"D";7500;0.0;1;0.14;"9ORYGZGJ-jy96";"Y";4
"p0T7WS0M-3EHI";23;287000;"Aluguel";3.0;"foFNGy6r-cIl9";"Educativo";"B";24250;12.53;0;0.08;"pjYrBpwq-xHn4";"N";3
"TTDz45Dk-lU2Q";41;70800;"Hipoteca";25.0;"ihBkSn52-804G";"Pessoal";"A";12000;6.62;0;0.17;"uFiyxMww-BDA2";"N";11
"fbg8onad-oJwF";27;43218;"Aluguel";11.0;"NUHQdYYk-1ml8";"Pessoal";"C";5300;14.65;0;0.12;"S1YyObCQ-MaSQ";"Y";7
"RawIuZ5b-H5Ef";29;64000;"Aluguel";3.0;"uWJe6NYA-N31j";"Educativo";"C";15000;15.27;1;0.23;"cQF72iaa-ilwv";"N";6
"QqgCp8dl-3z7f";25;70000;"Aluguel";9.0;"qj1hF404-oL8z";"Melhora_do_lar";"D";15000;16.02;0;0.21;"qjjfjzUw-nD8k";"N";4
"9Abl86aS-4pcj";22;55000;"Hipoteca";7.0;"1cF0jhOl-8H2N";"Medico";"B";13500;9.67;0;0.25;"iXS8sk6f-i0Nf";"N";2
"XzB2Zb2x-wfEg";33;45000;"Aluguel";1.0;"x7uDSrZa-iIYC";"Pagamento_debitos";"B";4800;10.59;0;0.11;"bz8InsfM-xnum";"N";8
"2n5Z5JY1-fDPM";28;114400;"Hipoteca";0.0;"jdb8dFm4-pG8f";"Pessoal";"A";12000;7.29;0;0.1;"rElxeEBo-JAmb";"N";6
"vQDSejwb-RQAj";26;41000;"Aluguel";4.0;"XqW7KRSx-3la6";"Educativo";"A";6750;5.99;0;0.16;"AAPkfnkh-MpHp";"N";3
"3XRti7I7-vuYG";27;49000;"Aluguel";3.0;"bxrD7DCA-EI3W";"Educativo";"B";3000;11.71;1;0.06;"gpM62IMW-hQus";"N";8
"kH6NkflL-Gj2b";34;30000;"Aluguel";5.0;"XontTb03-maZu";"Melhora_do_lar";"A";3600;6.92;1;0.12;"rii0QDU6-eJWR";"N";6
"3yfM68BP-KaoG";28;38100;"Aluguel";6.0;"RgHL6sdo-awIG";"Pagamento_debitos";"B";4800;9.63;1;0.13;"c4wUlzgY-dMZC";"N";10
"tcxBhnKg-Sm5k";25;175000;"Aluguel";4.0;"zMw44Sz4-Kjva";"Melhora_do_lar";"D";10000;15.05;0;0.06;"E6jiu79J-nY1q";"N";3
"A7bSNUIY-Tsun";34;105000;"Hipoteca";14.0;"9fS6JDBm-WHy9";"Empreendimento";"A";12000;6.99;0;0.11;"oOHPi9CN-6UEN";"N";5
"Bw1lIND9-klYD";22;27600;"Propria";0.0;"8CkOv5of-FWE7";"Educativo";"A";9600;8.59;0;0.35;"xEadumT1-75vY";"N";3
"SGjHOfQy-vaNt";36;59617;"Hipoteca";14.0;"RWNMvZDa-ICEP";"Pessoal";"D";21000;15.62;0;0.35;"I8A94SG1-KZPH";"N";14
"HE7zlLF0-zUaK";34;57000;"Hipoteca";6.0;"qjOks4ql-hDYQ";"Melhora_do_lar";"A";2600;5.99;1;0.05;"8D8qM8fb-QSZn";"N";7
"S5TxGq2Q-cFAC";22;58000;"Hipoteca";4.0;"7OKZz06T-IFZU";"Medico";"A";11050;6.54;0;0.19;"6ipel1c8-elUy";"N";4
"5FtxDGgR-g4in";35;136240;"Hipoteca";9.0;"WD5wUy5v-NZXn";"Educativo";"A";15000;7.88;0;0.11;"G1i3QnId-2MXE";"N";6
"jyokXrw1-ekcy";45;88000;"Aluguel";12.0;"a1emaqoG-GbNc";"Melhora_do_lar";"D";15000;14.83;0;0.17;"N3iStgAc-ob6h";"Y";12
"5arQ5JaK-yuOw";38;130000;"Hipoteca";1.0;"jPx8Wt3e-yPG8";"Pagamento_debitos";"B";30000;9.91;0;0.23;"NScQmjI5-GBeF";"N";11
"LOT4sgsC-eLDM";26;30000;"Hipoteca";0.0;"oDBxfg7v-uSR3";"Educativo";"A";4000;7.14;0;0.13;"oZTk0aaU-C9Ez";"N";3
"NfDvXiXM-OTTv";26;82600;"Aluguel";10.0;"aOyn1Qg5-WuyZ";"Empreendimento";"B";22000;12.69;0;0.27;"SI4IEn79-z6XF";"N";2
"8iv2qtBi-jOLA";25;70000;"Aluguel";9.0;"aYR1PoKH-9n3s";"Empreendimento";"A";12000;8.9;0;0.17;"hR3qGM6m-YL4r";"N";2
"23oBzcg5-ZiMd";41;66000;"Hipoteca";20.0;"52xI5zYZ-nX3D";"Empreendimento";"A";10000;6.62;0;0.15;"4m2sAQOI-aucy";"N";12
"Jf7ulP3o-uny3";24;50000;"Hipoteca";2.0;"K2wCt7RU-v6Y5";"Melhora_do_lar";"A";7000;5.42;0;0.14;"AExxB5FA-lMMq";"N";3
"d9byR6jG-mYBC";47;52000;"Hipoteca";4.0;"YWc2xlvN-Ny8X";"Medico";"A";12000;7.29;0;0.23;"lcU8RxuL-ZUMq";"N";16
"HJXUcXc4-Ktwc";24;114750;"Aluguel";1.0;"ZClmP9Tj-jy90";"Medico";"B";3400;12.21;1;0.03;"pjIePhJy-U7fT";"N";4
"lGEJ22aR-ghbi";34;62000;"Hipoteca";18.0;"pYajOgHu-QoiU";"Melhora_do_lar";"B";28000;11.71;0;0.45;"y7tB7GFd-TQBh";"N";10
"Emt9AMCX-2w3u";24;63582;"Hipoteca";3.0;"7rBeh3uB-60D9";"Melhora_do_lar";"C";14000;13.85;1;0.22;"7nL6phou-4gzE";"N";3
"tPpOzUCH-S4W7";25;82000;"Hipoteca";2.0;"YW2n0Pyp-5Ipw";"Melhora_do_lar";"E";10000;14.93;0;0.12;"oEOsKcgr-qKc5";"N";3
"KOzYRBSs-UQ4q";29;97000;"Propria";3.0;"TEAcn1Lr-vgKa";"Medico";"D";14600;15.65;0;0.15;"baOGpMyq-uzW1";"N";9
"ULkMi0Dd-FHUs";38;53052;"Aluguel";0.0;"D94xw3EA-6nxn";"Medico";"B";8000;0.0;0;0.15;"k4sM8Jo5-FN1c";"N";13
"YG1dgp30-tcPo";22;69500;"Aluguel";6.0;"PEK2wb16-Bxxd";"Pagamento_debitos";"B";6000;10.65;0;0.09;"WAGI1BiY-pElH";"N";4
"O4XeuAM0-hxwE";27;55000;"Aluguel";11.0;"ujUFkfKJ-GLq8";"Medico";"B";8000;11.83;0;0.15;"G71YZB3t-mewT";"N";9
"xbgO2KbW-nRG6";26;69000;"Aluguel";0.0;"oeuJQlHf-wJdf";"Pagamento_debitos";"F";24000;15.83;1;0.35;"sGd2Sa58-P5il";"N";3
"AgI4xFM1-DXJg";23;42000;"Aluguel";4.0;"GxdmKoIy-an7h";"Educativo";"C";2500;13.61;0;0.06;"O3wrHF3D-EvPJ";"N";4
"jawGjnlH-UMG9";34;44000;"Propria";2.0;"9YzyYJjX-otAP";"Empreendimento";"C";10000;13.43;0;0.23;"b5M4UOgd-9ACW";"N";6
"LLI4rrSB-aSQS";30;36000;"Hipoteca";4.0;"FiiNUDUr-QwRI";"Empreendimento";"C";5000;13.85;0;0.14;"v8RKHmmr-MoKr";"N";5
"ZI8a8mc6-gqxe";24;42000;"Hipoteca";0.0;"caO1WHrC-0FHY";"Empreendimento";"";10000;10.65;0;0.11;"8gFhePQf-NtXv";"N";6
"7GqrnOtU-iXMN";25;130000;"";0.0;"6Jg2KnZ1-OU4l";"Melhora_do_lar";"C";25000;11.58;1;0.38;"CohDaYdM-RNfA";"N";4
"KpgbTqmR-PM0H";27;48000;"Aluguel";5.0;"ipCruesi-JaTQ";"Empreendimento";"B";12000;11.71;0;0.25;"J63X0dFA-STxu";"N";6
"DrQ4tGrh-1hbo";28;57000;"Aluguel";0.0;"t300nlQ5-qxLr";"Melhora_do_lar";"B";6800;10.65;0;0.12;"hwuvLx6k-mXDn";"N";8
"7izUcOF2-C4Xc";23;85500;"Aluguel";1.0;"yGPhuCIN-Emob";"Educativo";"C";17000;13.11;0;0.2;"v5OaUcIc-dB1b";"Y";2
"3cwwXiEP-LZMY";28;43000;"Aluguel";12.0;"izufl48T-uZDC";"Medico";"A";7000;0.0;0;0.16;"mFfiTKpP-PapI";"N";8
"zkH7O6ZC-iah2";22;14400;"Aluguel";0.0;"whiJXT8q-raGt";"Empreendimento";"D";4000;14.61;1;0.28;"N9ZKzCyF-th0z";"N";2
"LSLOxBFc-s1la";28;36000;"Hipoteca";5.0;"Wh43bu4c-BS4Z";"Medico";"E";15450;0.0;1;0.43;"YdugRrUC-xTom";"N";8
"8pdgHBB5-RZJ5";35;105000;"Aluguel";11.0;"jsJJ4kDh-gbJe";"Empreendimento";"C";7250;0.0;0;0.07;"MfZ5QrtD-LC1d";"Y";5
"kMoeRxLa-qk9P";24;46000;"Hipoteca";8.0;"O9pfozTC-xhy4";"Medico";"A";2000;7.66;0;0.04;"UgJz3jJn-8wv7";"N";2
"nFLWPG70-3dMi";23;33000;"Aluguel";5.0;"H0uEFlQD-jkIy";"Pessoal";"B";5000;10.62;0;0.15;"a7T0jk1F-szC9";"N";2
"tLrudIqz-Fy5N";22;60000;"Hipoteca";3.0;"EikFYkXW-AerJ";"Empreendimento";"A";10000;8.0;0;0.17;"EFCglpSy-MNlI";"N";4
"bBLiFkpA-dxLi";25;60000;"Aluguel";1.0;"LtcDPpc9-w5Mi";"Melhora_do_lar";"B";7600;12.21;0;0.13;"T9YQreU6-lpUR";"N";4
"wztWoEnb-goIW";27;42000;"Hipoteca";0.0;"68nTNDfm-4fZQ";"Medico";"A";4200;6.76;0;0.1;"s3uBxFjh-vnh0";"N";9
"yp8ZMCmk-Ph1M";47;119000;"Aluguel";5.0;"WaEkcT6L-lugo";"Pessoal";"A";14250;7.66;0;0.12;"RqzGH1mH-frQd";"N";16
"cijE0Sva-0wN9";43;125000;"Aluguel";4.0;"N8ATIDo7-TJFS";"Educativo";"A";3250;7.49;0;0.03;"rhUFpAbX-9d0M";"N";16
"yG8HbbRY-Xsf0";26;120000;"Hipoteca";5.0;"F4tDwvav-sPMT";"Educativo";"A";8000;7.29;0;0.07;"HZFl2gtv-Co7N";"N";2
"GUKpIYrg-4Hff";46;50000;"Aluguel";0.0;"lH7pQA8G-bW0R";"Medico";"B";4350;10.99;0;0.09;"g2Obqm7j-9Zmx";"N";15
"6bFd6vLX-0QyM";25;42000;"Aluguel";2.0;"CXsEzFlQ-XRxj";"Pagamento_debitos";"D";10000;14.91;1;0.24;"SzcpgxWm-IGkG";"Y";3
"ocKc6MNm-kDEf";27;70000;"Aluguel";3.0;"3Xcm5B9X-swYb";"Medico";"C";20000;0.0;0;0.29;"I0o6CmD9-8SZF";"N";5
"SepigQMU-oQNy";23;50000;"Aluguel";1.0;"2KmAdW2o-5JE6";"Pagamento_debitos";"A";12000;6.54;0;0.24;"wG52g0j3-awCc";"N";3
"NB5gWFUL-qHuG";43;48000;"Hipoteca";7.0;"5cbXFDkq-U238";"Empreendimento";"A";4500;5.42;0;0.09;"fF2SR46d-8z3D";"N";14
"dsX3mF72-SyQf";28;78000;"Aluguel";12.0;"x2KUKEBr-abxu";"Medico";"B";3000;12.42;0;0.04;"HnnyM1vS-cR8h";"N";7
"cRaTmGhp-7aHC";34;35000;"Aluguel";0.0;"XHeETZMi-lDss";"Medico";"B";3200;11.26;0;0.09;"m9tIyoDd-Cbpt";"N";6
"4h34HthF-gkcY";24;30000;"Aluguel";8.0;"nJSbgXid-KiQ8";"Medico";"B";8000;9.25;0;0.27;"1U4RjbvM-pWxW";"N";2
"4mFjyJuJ-ZqhT";23;71000;"Hipoteca";7.0;"Kz3GQalZ-oyuw";"Educativo";"A";9600;7.51;0;0.14;"qnl6JEY0-P2rh";"N";4
"ZPKspllQ-jvty";44;54000;"Aluguel";0.0;"unp962Mn-J0u8";"Pagamento_debitos";"C";10000;0.0;0;0.19;"e6uPvebs-jm1T";"N";11
"wB2SHDsy-sub3";26;45000;"Hipoteca";6.0;"KH9maJSI-dsjM";"Empreendimento";"A";5000;6.99;0;0.11;"cfIROqfa-YYFw";"N";2
"99nffRmA-5i2y";28;34000;"Aluguel";3.0;"mwcyZxyF-ekZ9";"Medico";"B";3000;10.37;1;0.09;"YNLeJez9-Napc";"N";10
"4fIW9oBC-seUK";24;90000;"Hipoteca";7.0;"GUE6pW1M-oquC";"Medico";"A";15000;8.49;0;0.17;"Syhi06Hl-Wivx";"N";3
"7JovqQb9-6saU";27;70200;"Hipoteca";9.0;"cBSrxk2O-suFa";"Melhora_do_lar";"A";6000;7.29;0;0.09;"bZUZpySz-z2dB";"N";5
"uL1Ia15N-mEr7";22;67775;"Hipoteca";3.0;"Rjg7jPTh-wa0t";"Educativo";"C";9600;14.79;0;0.14;"8ightiPU-ua8a";"Y";4
"PmMor0Ae-ZH4E";49;150000;"Hipoteca";0.0;"SAP04LZs-EbAg";"Educativo";"E";20000;16.95;0;0.13;"Jl7lXpk3-W6Hy";"N";16
"bdMXkPeB-6QLa";28;70000;"Aluguel";1.0;"lOYUE5BT-fkxM";"Melhora_do_lar";"C";12000;14.27;0;0.17;"906cTmH0-AYO2";"Y";6
"HwkQWxhs-kT8D";25;174000;"Hipoteca";2.0;"z4FYhUDC-nSOw";"Pagamento_debitos";"C";8800;14.27;0;0.05;"Her2yR5p-FUcT";"N";3
"1jIakBfs-5b5r";22;33504;"Aluguel";3.0;"hx8Zn5nc-eYzY";"Pessoal";"C";12000;13.98;1;0.36;"IPurZZei-1egW";"Y";3
"yyf8UD5a-QOj3";26;36000;"Aluguel";7.0;"GDRmXcwZ-B41W";"Empreendimento";"E";10750;16.0;0;0.3;"cKysAIFZ-gilR";"Y";4
"1EGGsr6R-9XPW";28;48000;"Aluguel";11.0;"YR8F5I51-orgU";"Medico";"A";9000;8.59;0;0.19;"BiE4mnbt-wRCD";"N";7
"Jb61xx7S-JbFJ";32;32000;"Propria";2.0;"r3wmPL9A-4fmC";"Empreendimento";"C";4000;10.78;0;0.13;"mZNITwLu-mxfU";"Y";5
"ZT5SlsHt-EpTN";22;45000;"Hipoteca";1.0;"W0ReToAs-1vv8";"Educativo";"B";3300;10.99;0;0.07;"LGB2lrnI-aNWc";"N";3
"RtyhOHBT-JWG0";24;80000;"Aluguel";6.0;"cxgGaR3H-wHnc";"Educativo";"A";25000;6.62;1;0.31;"ok7C6Pgl-Xh3t";"N";2
"voLGhkHJ-94KB";32;100000;"Hipoteca";4.0;"OiPhdg9y-yvsA";"Empreendimento";"A";9500;5.79;0;0.1;"6XmNKPZG-eYL4";"N";8
"mMgY4GOF-zG0r";21;40000;"Aluguel";2.0;"WhXxnztx-XegS";"Pagamento_debitos";"B";8000;9.63;0;0.2;"XdKbuzZe-lUHb";"N";2
"wPYHUWRR-2Rdh";29;50000;"Hipoteca";13.0;"mtxM5bBc-v8R8";"Medico";"B";13650;10.99;0;0.27;"2oc43F6x-HGjo";"N";9
"PjWlZuNN-3dA1";23;80000;"Hipoteca";5.0;"YHULG0Io-J8jp";"Empreendimento";"D";20000;14.96;0;0.25;"YO7twzwq-UKtN";"N";3
"iJkiJgwo-iGhP";25;57996;"Aluguel";4.0;"B8ZkexO9-Q2nU";"Pagamento_debitos";"B";9000;11.83;0;0.16;"RhpHpyyY-1csT";"N";4
"XM0wHKYJ-9UEK";34;110000;"Hipoteca";2.0;"2wOsYCrm-IaWJ";"Medico";"A";10000;7.29;0;0.09;"mUbuQSEI-Ru9s";"N";10
"BWKAoJT1-pKRo";22;42000;"Aluguel";4.0;"u99Fopyi-4adv";"Medico";"C";7000;13.61;0;0.17;"SryQcbA0-XKuv";"N";2
"OjASotII-dMQi";49;142800;"Hipoteca";3.0;"47plROuc-KC15";"Medico";"B";24000;0.0;1;0.14;"Cg64dKIM-9vi3";"N";14
"aqJvjYbG-kfyJ";26;60000;"Aluguel";2.0;"EL05rlwd-9O9w";"Melhora_do_lar";"D";18000;16.29;1;0.3;"zrMJQ3DP-3K1z";"Y";2
"Wff6qbgB-b7CA";22;65000;"Aluguel";0.0;"l5HBZ66F-GKRQ";"Medico";"B";15000;11.36;0;0.23;"nhq78e27-XCkN";"N";3
"jztwKAH6-7udt";46;140000;"Aluguel";12.0;"1c12cYco-RDvJ";"Empreendimento";"B";3725;0.0;0;0.03;"ozw7jgvn-FHM9";"N";17
"JxSNMBD5-PPoT";27;64000;"Aluguel";2.0;"T1ArBrtf-NQmH";"Empreendimento";"C";5000;12.99;0;0.08;"n89B4tS0-SOZS";"Y";8
"Q2wOc8u9-WuGf";25;60000;"Propria";0.0;"Rmzne3LN-F8Tk";"Empreendimento";"B";9000;9.91;0;0.15;"Q85UThwU-lUef";"N";3
"vSsyJqL2-lBqY";31;83000;"Hipoteca";9.0;"RkwGHqz6-lilN";"Empreendimento";"F";18000;19.74;1;0.22;"WSDMyjUA-JTt5";"Y";8
"BQlAqzWT-5ynN";33;56100;"Propria";13.0;"7nPuUGbv-AFCB";"Melhora_do_lar";"A";16000;6.03;0;0.29;"xWZBCSa9-oLJJ";"N";8
"8ZJFGCIM-baHf";35;85000;"Hipoteca";2.0;"YDE5dz1A-6aP4";"Educativo";"B";8400;11.99;0;0.1;"4NXNsMub-jB3X";"N";9
"CHHphCSx-URJ1";22;58000;"Aluguel";4.0;"ARrfx6sc-LZtv";"Pessoal";"C";5000;13.85;0;0.09;"Fxvplbnt-cF0Y";"N";2
"BylTdyQe-IEKx";26;50000;"Hipoteca";1.0;"zrUfwdv5-i8Y8";"Empreendimento";"B";15000;10.37;0;0.3;"cWscZb5k-5EXr";"N";2
"88jUZpmD-dMMc";30;70000;"Hipoteca";4.0;"gZeEf2Bx-wp6J";"Melhora_do_lar";"D";10000;16.89;0;0.14;"PkSAXWPu-Eml9";"Y";5
"GwwCZrr3-yd99";29;74872;"Aluguel";4.0;"uBayU8JJ-TEXJ";"Pessoal";"A";15000;7.88;0;0.2;"p6hFCRGD-pPS2";"N";9
"OHYGZlKx-PcQU";34;47300;"Hipoteca";3.0;"u2vKNBgz-0BOe";"Medico";"A";12000;7.88;0;0.25;"mQcr4MN3-aXYQ";"N";8
"EWLbXTn7-51rH";26;61000;"Hipoteca";3.0;"CkFRMnsG-WwF4";"Pessoal";"B";7500;10.25;0;0.12;"wkjDYODp-Nkjp";"N";4
"JrWn3ndp-JKef";23;56996;"Propria";2.0;"jXKYgQDb-L6D9";"Empreendimento";"A";9575;9.63;0;0.17;"QYUbw9g9-qIMn";"N";4
"IJjrluem-DJNt";22;50000;"Aluguel";4.0;"Bhh25QyM-cRR4";"Pessoal";"A";10000;6.17;0;0.2;"ZWk2XnvF-fioI";"N";3
"URBKtzG2-ODDW";28;47004;"Hipoteca";12.0;"yrayUaw5-hmU1";"Medico";"C";10000;13.61;1;0.21;"wLZL9oFa-fYzt";"N";10
"t4q1Pjei-6N8m";25;45000;"Hipoteca";9.0;"axxykemi-Nqq7";"Melhora_do_lar";"B";3000;9.99;0;0.07;"yuN6Q1LO-QvHB";"N";4
"e2Tbi46z-X2g1";27;104000;"Hipoteca";11.0;"C5B069ia-Rq22";"Medico";"B";10000;10.65;0;0.1;"20BC8dfq-oMUh";"N";7
"j0vwErh0-pUfx";32;24000;"Propria";5.0;"tLkf40md-OWsZ";"Educativo";"B";18000;13.11;1;0.0;"byIR9pdO-jUxb";"Y";3
"N2eZzfrZ-sbYy";23;52000;"Aluguel";7.0;"dSvpAmjP-EzjJ";"Empreendimento";"C";15000;14.26;0;0.29;"AfbYw3zD-4Yr7";"N";3
"fXWGPHPf-eZjA";27;45000;"Hipoteca";12.0;"CUKLnLbe-siLr";"Pagamento_debitos";"B";5000;9.25;0;0.11;"aK5abneR-683p";"N";10
"QnWOmJc3-iCZP";29;48000;"Aluguel";6.0;"KtRZZ4ct-UqE8";"Medico";"C";10000;13.8;0;0.21;"w9y5t6p8-Ylns";"N";10
"mMbfZzny-1xIq";28;34000;"Hipoteca";12.0;"A52Hcjtk-8E4Z";"Melhora_do_lar";"A";3700;6.91;1;0.11;"gINbE1TB-fxlL";"N";8
"AFietz3d-jEnw";26;44000;"Aluguel";10.0;"4gPjpXQ2-bWTb";"Pagamento_debitos";"D";14000;14.83;1;0.32;"9YTuCGUN-dQeS";"N";2
"60NzKncK-gFA2";27;50000;"Aluguel";5.0;"MF7Tbbm0-nn4T";"Melhora_do_lar";"B";12000;10.37;0;0.24;"yHtnvmI5-BI36";"N";6
"oQlz1uWd-ugl1";25;170000;"Hipoteca";0.0;"fQsmvTgb-kPaL";"Educativo";"A";3850;6.17;0;0.02;"YMAA3mXR-gfe5";"N";4
"bbqOvbly-IUYr";22;62000;"Aluguel";0.0;"vnoqHOap-YZ2Z";"Medico";"C";18000;13.85;0;0.29;"qgLEWanh-6LN7";"Y";4
"PG7IDvmq-ygFR";25;60000;"Aluguel";3.0;"B69fhYrs-4HYs";"Empreendimento";"D";7000;15.62;0;0.12;"2j0i9Dd5-xt1c";"N";4
"u3z4AQsj-jJdD";40;81000;"Hipoteca";10.0;"uy4suaCi-NtQ8";"Melhora_do_lar";"A";20000;6.17;0;0.25;"KeUAsD19-D60h";"N";14
"l9E1bREC-7EwI";28;39000;"Aluguel";6.0;"4AGmZUoT-W5Rs";"Pagamento_debitos";"A";5000;5.99;1;0.13;"eeZ6ufCf-5IYs";"N";7
"TdvLpwaF-nF3e";23;72000;"Hipoteca";7.0;"o5A4z3qU-8hyq";"Empreendimento";"B";4200;12.42;0;0.06;"Z6lU0bwJ-7WLr";"N";3
"zgxdPUii-HW8p";45;118000;"Hipoteca";11.0;"rjYOf8x5-hUD2";"Educativo";"C";9600;13.99;1;0.08;"1l33QP1m-eBrG";"Y";12
